,travel_date,ratings,flight_type,flight_class,review_title,review_text,Airline_Company,Airline_Class,Airline_Origin
983, October 2019,5,Domestic,Economy,"ONCE AGAIN, ALLEGIANT ""CAME THROUGH"" ON ALL LEVELS!!!","We ""predominantly"" chose Allegiant, because the ticket prices are VERY REASONABLE & THEY HAVE DIRECT FLIGHTS---""NO LAYOVERS ANYWHERE""!!!!   Yeh!!!  Last year, we flew from Cedar Rapids, IA, on Allegiant, to Orlando.  We chose Cedar Rapids, because it was a Sat. to a Sat.…",Allegiant,low-cost,USA
984, October 2019,5,Domestic,Economy,Fine service,"From start to finish, Allegiant Air provided exactly what we wanted for our trip. The nonstop flight to Wisconsin is always a great perk. The airports are small but nice, and the departures were on time. Both routes were on new planes and I was very happy that the seats don't…",Allegiant,low-cost,USA
985, October 2019,4,Domestic,Economy,Good flight; no problems.,My first time on this airline.  No complaints.  Very good pricing just too bad that Allegiant Air does not fly out of more airports.,Allegiant,low-cost,USA
986, October 2019,1,Domestic,Economy,Luggage scam - personal items become carry on at $50,We have flown allegiant 50 times in the last few years. Today we got to the airport a little early and we're subjected to the grand inquisition. A black woman with glasses and med length hair and a dark haired woman with long hair and sarcastic mouth proceeded to make us measure…,Allegiant,low-cost,USA
987, October 2019,5,Domestic,Economy,Great Trip,My wife and I flew nonstop to Florida to see our grandson.  The whole process of check-in and flight were excellent!  We also got our luggage the fastest we have ever gott.en.  The flight was smooth and on time.  Couldn’t have been any better.,Allegiant,low-cost,USA
988, October 2019,5,Domestic,Economy,I love Allegiant!,"My non-stop flight from Sanford/Orlando to Knoxville was smooth, pleasant and only about 1.5 hrs long. The fact that they fly from/to smaller airports makes the whole process even less stressful. Check-in is easy, so you can relax and enjoy the flight. No in flight entertainment…",Allegiant,low-cost,USA
989, October 2019,5,Domestic,Economy,Vacation,Flying through these two airports is pretty effortless. Allegiant has a pretty fast exit and boarding system. All the flight attendants are very nice.,Allegiant,low-cost,USA
990, October 2019,5,Domestic,Economy,Allegiant Air Will Be Our #1 Airline!,"All flights are non-stop!  Yes, non-stop to Orlando was such a deal maker for our family!  You have to pay for sodas,  but who cares!  The flight was on time to leave and arrive.  What, no cancellation for “mechanical failure”.  The flight was full, the seat leg room is smaller…",Allegiant,low-cost,USA
991, October 2019,5,Domestic,Economy,Great inexpensive flight,"First flight on Allegiant was great, good service, on time flight, inexpensive ticket. Quickest and easiest flight ever.",Allegiant,low-cost,USA
992, October 2019,3,Domestic,Economy,Good quick flight,"Good flight! The online checkin was seamless, but the boarding process was chaotic and unorganized. The seats were really uncomfortable. One of the flight attendants smelled like either cigars or marijuana and was dressed in jeans and a t-shirt so I didn’t even realize she…",Allegiant,low-cost,USA
993, October 2019,4,Domestic,Economy,Pleasant experience,"Inexpensive direct flight on a no frills airline. Boarding was efficient. Flights were on time and comfortable. Airline has numerous extra charges, but still much less cost than the others. Will get better once the St. Petersburg airport construction/upgrade is finished.",Allegiant,low-cost,USA
994, October 2019,1,Domestic,Economy,Horrible,"Surprised my sister's family with a Disneyland trip, but she couldn't do it. I wanted to take my brother's family instead. Even though it was only 4 days after I bought the tickets, and 3 months in advance, they were awful to us. They wanted $650 extra to transfer 4 names.…",Allegiant,low-cost,USA
995, May 2019,3,Domestic,Economy,Budget airline with potential if it improves customer service,"The plane and leg room is very competitive with major airlines. However customer service is deplorable.   Checkin woman at Sanford asks me do I have Allegiant’s app. I told the checkin woman at Sanford airport we live in the UK, the app needs to be EU / UK data protection…",Allegiant,low-cost,USA
996, October 2019,5,Domestic,Economy,Quick and easy flight,The flight was super fast.  Nice and smooth.  The staff on the plane both ways was extremely pleasant and accommodating.  The airport at Punta Gorda is e3asy to navigate.,Allegiant,low-cost,USA
997, October 2019,4,Domestic,Economy,Missing Gas Cap,"We fly Allegiant when we can due to the cheap and non-stop flights.  The flight crew is usually nice and friendly.  The seats don't give a lot of room, and the trays are a little small, but ok.  I do wish they would give out complimentary snacks/drinks, but I guess to get a…",Allegiant,low-cost,USA
998, October 2019,5,Domestic,Economy,Flying Home From Great Vacation,Spent a week with my son his wife and our grandkids. Flew into Orland Sanford and flew home from St Pete Clearwater. Had a little hic up  as I miss spelled my wife's name on her ticket and TSA wouldn't let us pass. Returned to ticket counter and they fixed the problem. Only…,Allegiant,low-cost,USA
999, October 2019,5,Domestic,Economy,Great Way To Fly,Flew to Orlando to spend the week with my Son his Wife and my Grandkids. On time flight and the Veteran benefits are the best. Will continue to fly Allegiant even planning a trip now.,Allegiant,low-cost,USA
1000, October 2019,5,Domestic,Economy,SYR to SRQ,"This was my first experience flying with Allegiant.  I was pleasantly surprised by the quality of the aircraft.    Although the seats didn’t recline, they were comfortable.  There was plenty of leg room and the plane was new and clean.  For a discount airline, Allegiant gets an…",Allegiant,low-cost,USA
1001, October 2019,5,Domestic,Economy,Back in the game,"Had a bad experience with this airline years ago, decided to try it again in June.  Loved it so chose to fly with them in October.  It was awesome.  Lunch in Richmond, 2 hour flight and dinner with family in Florida by 6pm.",Allegiant,low-cost,USA
1002, September 2019,4,Domestic,Economy,Dependable airline,"Allegiant was on time. The seats were comfortable. I had to pay for a carry on which was odd to me when compared to other airlines and if I wanted a snack I had to pay for it. That was also odd. The people were friendly, the aisles were wide and overall it was a good experience.",Allegiant,low-cost,USA
1003, October 2019,5,Domestic,Economy,Visiting Family,Snowbird in Florida and travel home to Ohio to visit. Have never had a problem with Alliegent. It is so easy to book online and they are really well organized at the airports. Airport in Florida is 10 mins from my home and in Ohio the airport is about 20 mins from home.,Allegiant,low-cost,USA
1004, October 2019,1,Domestic,Economy,not a bargain at all!,"They reel you in with a $49 (or similar) flight.  It ends up costing you more, both in time and money! They offer absolutely no complimentary food or beverage, which is fine, but you cannot even get a cup of water to take an aspirin unless you buy a bottle of water. Front seats…",Allegiant,low-cost,USA
1005, October 2019,1,Domestic,Economy,Cold Blooded Ticket Agent,"I was prepared for being charged by an airline for everything they possibly could. I had flown on Frontier, another harsh airlines, the 2nd week in October to PA. I flew a week later from St. Petersburg FL to Asheville N.C. on Allegiant. Knew I would be sitting like sardines…",Allegiant,low-cost,USA
1006, September 2019,4,Domestic,Economy,Vegas weekend,"First time flying with Allegiant. Booked a flight and hotel package to Vegas. Love that they offer non-stop service from GR to Las Vegas. They have decent flight times. First flight was delayed slightly (30 minutes), but nothing that ruined plans. Flight home arrived 40 minutes…",Allegiant,low-cost,USA
1007, September 2019,5,Domestic,Economy,Great flight,"Paying for your own soda/snack isn't the greatest, but the alcohol cost the same as on a regular flight.  I really appreciated the wide middle aisle.  Flights were on time.  Flying into Sanford was $300 cheaper than on other airlines into Orlando.",Allegiant,low-cost,USA
1008, October 2019,3,Domestic,Economy,Allegiant First Class Ground Personnel at Hagerstown,Allegiant ground personnel at Hagerstown are exceptional.  This in the presence of my experiences with Allegiant that are fair at best.  Pennsylvanians are very decent folks according to this Texan.,Allegiant,low-cost,USA
1009, October 2019,3,Domestic,Economy,Unpleasant trip,I had not flown in a few years and did not know to constantly monitor my email for flight changes. Fortunately I did hear the overhead announcements. My flight left 1/2 hour early both going and coming. I had paid for my carryon as listed. Wish I’d waited since I was emailed…,Allegiant,low-cost,USA
1010, October 2019,1,Domestic,Economy,First and last experience with Allegiant,The entire process with Allegiant is bad. They literally nickel and dime you until your flight is more expensive than delta or United!   I needed help at the counter and instead of helping me the agent just move me to step to the side to help somebody else and told me to come…,Allegiant,low-cost,USA
1011, October 2019,1,Domestic,Economy,customer service is very poor,"My flight departed on time - no issues.  On board, you will be upsold to apply for their Mastercard. (Do they make more $$ on their branded credit card than their flights?)   Another concern I have is the Flight Attendants (FA) seem to wear whatever?  (2 in jeans, 1 with a…",Allegiant,low-cost,USA
1012, October 2019,5,Domestic,Economy,Great flight,"Although like all airlines you pay for food but some items are free. The staff are professional , and trained unlike some pink airlines.  I will fly from here every time I fly US domestic if possible. The check in is great quick efficient and very courteous. If help is needed…",Allegiant,low-cost,USA
1013, October 2019,5,Domestic,Economy,Great staff,"From the staff checking us in, to the bar tender, and the flight staff, they were all great. It was a very busy Friday night! They all had great attitudes. I fly with them again and Stockton is easy to navigate  ",Allegiant,low-cost,USA
1014, October 2019,4,Domestic,Economy,Friendly crew,"Easy check-in, excellent rates, on-time, friendly and helpful crew, and comfortable flight. We flew with 2 small children and the crew were very helpful.",Allegiant,low-cost,USA
1015, October 2019,1,Domestic,Economy,Choose another airline,"I am still awaiting my 1232 flight from New Orleans to Concord, NC. First a 30 minute delay, next and hour delay, then a 6 hour delay and currently a 7 hour delay. They say mechanical failure but the reason is there isnt a plane with staffing.  They gave us a $50 voucher and…",Allegiant,low-cost,USA
1016, October 2019,1,Domestic,Economy,"5 1/2 hr delay, terrible communication, never again","Our flight was scheduled for 7pm, it wasn’t even listed on the board at the airport but we were assured it was happening. After at least 4 delays we left at 12:30. $8 vouchers had been passed out to the huge crowd of people waiting but all the restaurants you could use them at…",Allegiant,low-cost,USA
1017, October 2019,4,Domestic,Economy,No complaints,"Have flown with Allegiant many times and will continue to do so, it is a great value, no frills, I bring my own snack and water.  The flight crew is always polite and friendly. Plenty of leg room and the seat is comfortable for a couple hour flight.  I don't even pick a seat, I…",Allegiant,low-cost,USA
1018, July 2019,4,Domestic,Economy,Great Price,Flight left on time and arrived early in Appleton.  Flight was uneventful except for the individual who didn’t know that there is a charge for the drinks and snacks.,Allegiant,low-cost,USA
1019, October 2019,1,Domestic,Economy,"I’ve never been held hostage, but I have flown Allegiant Airlines.","Wow. My flight was delayed 4 times. I was sitting at the airport and got a text message. The staff didn’t even notify those at the gate until the time that we were initially scheduled to board. Each time after that, we were not notified of a delay until after the last delay time…",Allegiant,low-cost,USA
1020, October 2019,5,Domestic,Economy,Great Value,This flight was uneventful.  It was less than an hour and a half so comfort was not an issue.  I pushed the call button and requested a napkin from the flight attendant and she was very prompt and polite.  I have an Allegiant Credit Card so we were upgraded to priority which…,Allegiant,low-cost,USA
1021, October 2019,4,Domestic,Economy,No problems | Quick Flight | All went without a hitch,"Quick flight, no frills.  Just remember that.  You pay for beverages and snacks.  Bring your own if you want.   Low ticket cost - extras are at a price.  We paid for priority seating which helps. Staff all friendly. No issues. Will fly with them again.",Allegiant,low-cost,USA
1022, October 2019,5,Domestic,Economy,Flight to New Orleans,"Our flight was on time.  No hassles, the plane was clean and the flight attendants were very nice.  Exceeded my expectations for a low cost flight.  My ticket cost for two round trip tickets were less than one round trip ticket from the next lowest price airline.  If you get…",Allegiant,low-cost,USA
1023, October 2019,4,Domestic,Economy,Essentially good,"Essentially a good trip.  We sat in the very front seats and as we boarded, the flight attendants were very helpful with our carry-on luggage.  It could not be put over our seats so it was a few rows back.  When it came time to leave, not much help.  I had to swim upstream…",Allegiant,low-cost,USA
1024, October 2019,5,Domestic,Economy,Wonderful bargain Airline!,I have been traveling from Newburgh New York to Clearwater and Punta Gorda Florida ever since they initiated the flights from Stewart Airport. It is a Budget Airline. The seats are a bit cramped and they do not recline at all. That being said you'll never find cheaper flights.…,Allegiant,low-cost,USA
1025, October 2019,4,Domestic,Economy,Convenient Low Cost Airline for Florida Trips,"I'm a million miler on both Delta Sky-Team and United Star-Alliance networks, so have a little bit of flying experience. We recently flew from Michigan to Florida on Allegiant. Frankly, given its a low-cost airline, our expectations were very low and we were prepared for delays…",Allegiant,low-cost,USA
1026, October 2019,3,Domestic,Economy,You get what you pay for,"Allegiant flights are on the cheaper side, but paying for your seats, priority boarding passes, luggage, etc. can add up. Only fly certain days. No complimentary snacks or drinks. The seats on our plane did not recline, no head rest and the tray tables were very small. If your…",Allegiant,low-cost,USA
1027, October 2019,1,Domestic,Economy,TRICKSTERS AND THIEVES!,"They get you under the guise of cheap flights but charges you for every little thing! Boarding passes are $5 EACH! You have to PAY FOR CARRYON LUGGAGE! Pre-paid $30 for a checked bag, get to the gate and my luggage is 45lbs. Every other airline is 50lbs, but NO! Allegiant limit…",Allegiant,low-cost,USA
1028, October 2019,1,Domestic,Economy,No customer service whatsoever!!,"My plane was delayed almost 4 hours from indy with little to not explanation. When I approach the gate agent tonya in Indianapolis at gate B4 and nicely asked foe information regarding the delay,  she shouted at me and refused to explain what was going on and then refused to…",Allegiant,low-cost,USA
1029, September 2019,4,Domestic,Economy,first roundtrip experience,"Tried Allegiant since they fly direct from Sarasota, FL to Asheville, NC, a town we used to visit frequently when we lived in Atlanta --- and can now again because this is a pretty good airline. Great rates and aircraft, very friendly and helpful flight staff and, on this first…",Allegiant,low-cost,USA
1030, October 2019,5,Domestic,Economy,Great Flight,Great flight and great staff was a great trip and had plenty of legroom. Staff really friendly and accommodating,Allegiant,low-cost,USA
1031, October 2019,3,Domestic,Economy,Whatever,"Typical air trip. In other words, not fun anymore. Plane was clean. Crew went through the safety speil. Seats didn't seem to recline or have much padding. I paid for extra knee room which is a bottom-line comfort item in my case.(6'3""). They actually offered us drinks (not free)…",Allegiant,low-cost,USA
1032, October 2019,5,Domestic,Economy,"Fun, safe, and early flight","This is the third time I’ve taken Allegiant’s direct flight to Las Vegas from Knoxville this year.  Each time I have received superior service, a smooth and pleasant flight, and an early arrival! I highly recommend flying with Allegiant!",Allegiant,low-cost,USA
1033, September 2019,5,Domestic,Economy,It’s not that bad,I see a lot of people complaining about this terminal but I think have high expectations plus the transition during the check in process was super easy. They have a shuttle from the main terminal that takes 15-20 min to arrive. There’s enough parking at the south terminal for…,Allegiant,low-cost,USA
1034, October 2019,1,Domestic,Economy,Hillary R,I’M NEVER FLYING WITH  ALLEGIANT AIRLINES AGAIN!!!!! NEVER EVER EVER!!! Their customer service sucks and they will not get my coins anymore! 2nd bad encounter with them!!!!! They don’t answer emails and the representatives on the phone sucks!!! I need to have a corporate number!…,Allegiant,low-cost,USA
1035, October 2019,5,Domestic,Economy,Non-stop flight... Oh Yeah!!!!!!!!!,Recently I needed a flight from Springfield MO to Los Angeles CA so started my research.  Was so happy to find that Allegiant  had a direct flight that could get me there in a little over 3 hours. With no lay overs I didn't have to work about delays or cancellations. The bad…,Allegiant,low-cost,USA
1036, September 2019,5,Domestic,Economy,Quick!  Great Price!,I can't say enough good things about flying Allegiant Air - especially out of ROA.  The staff at ROA are the absolute best!  Liz K. goes above the norm to provide excellent customer service - always pleasant and ready to help.,Allegiant,low-cost,USA
1037, October 2019,5,Domestic,Economy,Army Reunion,"Flight was on time leaving and early to arrive. Airplane was clean and staff were friendly. Paid for priority boarding which was worth the small price. Also paid for seat selection, and again it was worth it.  Only complaint is the high cost for a carry-on but I was able to get…",Allegiant,low-cost,USA
1038, August 2019,2,Domestic,Economy,Very disappointing,"I have flown this airline a handful of times and I want to love them because So convenient for me. every time I fly it , it just seems to get worse and worse.  my last flight was delayed seven hours at which we were told 10 minutes after we were to be taking off so we were…",Allegiant,low-cost,USA
1039, September 2019,1,Domestic,Economy,"Stupid Rules, Bad attitude",Had another terrible interaction with Allegiant. Had made several reservation for round trips between PHX and Bozeman MT. Booked these flights well in advance of our trip dates to take advantage of a sale price. An unfortunate family situation came up which forced us to try to…,Allegiant,low-cost,USA
1040, September 2019,4,Domestic,Economy,"Flight was fine, but buying ""extra legroom"" seats was not worth it.",Still don't like the idea of not being able to even recline our seats a bit. Made for even more uncomfortable seating. Glad it was a short flight. The attendants were very kind though - even with having to pay for water or snacks now.,Allegiant,low-cost,USA
1041, September 2019,5,Domestic,Economy,Allegiant is the first place I check when we are traveling,"A direct flight is always a plus in my book.  You don't have the entire flight trying to shove 80lbs of a carry-on into space that doesn't exist.  Flights load easily and on time.  Pleasant staff and overall enjoyable quick flight.  Punta Gorda, FL was not my favorite place to…",Allegiant,low-cost,USA
1042, May 2019,3,Domestic,Economy,Disappointed,Our flight out of Cincinnati was fine but our return flight was delayed 9 hours which made us at the airport for 11 hours.  Not sure we will  fly Allegiant again....will pay the extra money.  So sorry.,Allegiant,low-cost,USA
1043, October 2019,5,Domestic,Economy,"Great flight, both ways.",I enjoy flying Allegiant air.   It is convenient to go to the airport 5 minutes from my house.  The planes are newer and comfortable.  The flight crew is always nice and the pilot does a great job at a softer landing.,Allegiant,low-cost,USA
1044, October 2019,1,Domestic,Economy,"DELAYED FLIGHT, BAD MANAGEMENT","Never again, Captain timed out, 2hr delay and hope and pray we get a crew. A lot of angree passengers.",Allegiant,low-cost,USA
1045, September 2019,1,Domestic,Economy,You Suck Allegiant!,TERRIBLE EXPERIENCE AND HAVEN’T EVEN BOARDED YET! Considering cancelling my trip because they continue to delay due to something “they are taking a look at on the plane!” First and last time I will fly Allegiant unfortunately and will make sure all my family and friends take…,Allegiant,low-cost,USA
1046, September 2019,1,Domestic,Economy,Worst flight experience I have ever had,"As I am sitting at the airport waiting to board my flight, there was an uproar of emotion as another plane was delayed (again) to Louisville, KY. They received $8 food vouchers, which doesn't even allow you to buy a sandwich.  I was supposed to board my flight at 5:07pm and…",Allegiant,low-cost,USA
1047, August 2019,1,Domestic,Economy,"Very, very disappointed",We cancelled one of our three tickets a week in advance due to my aging mother's illness and were told we would get a refund. Waited 2 months then did a charge back with the bank because we didn't hear back from the airline. They didn't even offer a voucher for a future flight.…,Allegiant,low-cost,USA
1048, October 2019,4,Domestic,Economy,Excellent flight,"We flew from Punta Gorda, Florida to Fort Wayne, Indiana. The check-in was seemless and the agent was very friendly and helpful. Going through TSA Precheck I was “randomly” selected for the fourth consecutive flights.  While waiting for the flight, I both two prepared chicken…",Allegiant,low-cost,USA
1049, October 2019,1,Domestic,Economy,They make you download their data mining app,"I downloaded a pdf on my phone of the boarding pass. I fly over 50 times a year on different airline. I always put it on my phone. When I get to the front of the tsa line they tell me that I need to download the app. I said, “no”. So then they send me back down stairs to get my…",Allegiant,low-cost,USA
1050, September 2019,5,Domestic,Economy,Great airline ,"New planes,On time, friendly stewards,  clean.  There is a credit card offered to accrue dollars to apply to future flights.  It allows early boarding at no extra charge and a free beverage. Also, if rental car is booked for 7 or more days or a 4 day hotel stay, a partner can…",Allegiant,low-cost,USA
1051, September 2019,5,Domestic,Economy,Great flight,We were told not to fly this airline but this is our fifth trip from Knoxville to st Pete/Clearwater.   Plans were nearly new and great service at over $120 less than going into Tampa with other carriers.   You do have to print boarding pass and pay for luggage and seat.  I had…,Allegiant,low-cost,USA
1052, October 2019,1,Domestic,Economy,Allegiant Experience AWFUL for the 4th time!!,I've given this airline 4 chances and EVERYTIME they've disappointed!!! Each time I've flown with them they've delayed the flight up to 4 HOURS!!! NEVER AGAIN will I fly this airline... enough chances!!!!! AWFUL AIRLINE!!! Avoid if you want a good experience!!,Allegiant,low-cost,USA
1053, October 2019,1,Domestic,Economy,Very bad service,"This was our first time booking a round trip to FL with Allegiance and it will be our last. Our flight was delayed 7 hours because someone decided to give our plane, which was  ready and on-time, to angry passengers that were on another flight to Kentucky. I’ve traveled around…",Allegiant,low-cost,USA
1054, September 2019,2,Domestic,Economy,4.5 Hour Delay!,"This was my first trip with this airline.  My flight out was alright.  Flight back was almost a 5 hour delay.  I understand airlines have delays, however, there was no bad weather and a 5 hour delay is a bit much.  They did not give a good first impression!",Allegiant,low-cost,USA
1055, September 2019,3,Domestic,Economy,Annoyed,"So, I dont know if it's an Allegiant problem, or an airport problem....but we are sitting ON THE FLOOR waiting at the gate! WTH? Allegiant flights are inexpensive, but not to the point that we are reduced sitting on the floor! This is inescusable!!!",Allegiant,low-cost,USA
1056, September 2019,1,Domestic,Economy,I will never use these people again.. ever.  Money hungry hogs!,I booked a flight back in June for an upcoming trip.  The cost of 2 people ECOMONY is $603.00.  I just looked at the same date/time/location and its $400.00 CHEAPER.  Why is this?  I am being punished for planning ahead?,Allegiant,low-cost,USA
1057, May 2019,4,Domestic,Economy,Cheap Flight,Very quick flight from Albany. Flight attendants were nice and to care of all the little things. For a cheap flight we would probably do it again.,Allegiant,low-cost,USA
1058, October 2019,5,Domestic,Economy,Very great airline,I have flown on allegiant air five times now and have had a great experience everytime. Staff has always been very nice and helpful. If you're looking for a cheap and safe flight I highly recommend Allegiant Air.,Allegiant,low-cost,USA
1059, September 2019,3,Domestic,Economy,Respite Flight to Las Vegas,"The flight out (Great Falls)  is a confusing airport. Allegiant has a line for those in wheelchairs and others mobility problems. We were directed to the line by airport personnel and then when air staff arrived they said ""we should have gone in the line that goes back & forth…",Allegiant,low-cost,USA
1060, October 2019,3,Domestic,Economy,"No complimentary beverages, gate personnel and TSA issues","Still irritated about not getting Complimentary beverage, but at least this time I knew what to expect and brought my own drink and snacks. Destin airport TSA was remodeling, so they were down a lane or two, so the security area was so overwhelmed that they had to queue us in a…",Allegiant,low-cost,USA
1061, September 2019,2,Domestic,Economy,No free drinks????,"I have flown Allegiant multiple times to Destin and received a complimentary drink and usual tiny bag of pretzels. This time, however, we could not even get a free cup of WATER!!! Was not expecting that, so did not pack snacks or buy a drink at the airport. They may be an…",Allegiant,low-cost,USA
1062, September 2019,1,Domestic,Economy,Costly Agent mistake,Went Directly to airport to book flight and change wife's  return to match mine. Attendent at counter completed this and said all good to us and use same confirmation number.  Day before flight find out she is NOT booked. New ticket now 200.00. and 85.00 lost from original…,Allegiant,low-cost,USA
1063, April 2019,4,Domestic,Economy,Flying Allegiant,"I was surprised how nice this airlines was considering I had never heard of it. They do tend to nickel  and dime you. A charge for carry on, a charge to pick your seat in advance, a charge for the bigger seat, a charge for priority boarding. I was traveling with my 91 year old…",Allegiant,low-cost,USA
1064, September 2019,2,Domestic,Economy,Extra fees,My best friend and I planned a surprise trip for our husband's. Allegiant had a SPACTACULAR deal. 4 nights at Excalibir and flight for 2 for less than $700. We booked it leaving from Louisville KY to Las Vegas. A couple weeks later  We both received a text stating that our …,Allegiant,low-cost,USA
1065, September 2019,1,Domestic,Economy,Worst Airline Ever,If you have absolutely no other options maybe you could choose this airline. I had a personal item that fit under the seat in front of me and they insisted that it was a carry-on bag. They made me pay $50 for that bag. Even though it was a personal item that fit directly under…,Allegiant,low-cost,USA
1066, September 2019,5,Domestic,Economy,Surprised!,"I had been told Allegiant is a low quality airline. Armed with that feedback I was apprehensive to use them for my trip to Vegas, but their price was almost half the cost of their  competition .  Furthermore they offered ia direct flight,  where the competition had a four hour…",Allegiant,low-cost,USA
1067, September 2019,1,Domestic,Economy,Delayed with very little compensation,Be very cautious before booking with this airline. My flight #319 from Memphis to LAX last Friday (10-4-19) was delayed four times (nearly 5.5 hours) causing me to miss the reception for my 40th high school reunion and FORFEIT my prepaid car reservation (that would only hold two…,Allegiant,low-cost,USA
1068, August 2019,5,Domestic,Economy,"Wow, was I surprised!","All staff members from ticketing to pilot were veery friendly and helpful.  Flight attendants were polite, attentive and lacked the often seen standoffish, borderline  snottiness experienced with many of the larger airlines. The seats were fairly comfortable, considering all…",Allegiant,low-cost,USA
1069, September 2019,4,Domestic,Economy,Nickel and Dime You,We have traveled frequently on Allegiant Air. The direct  flights to Vegas have always been on time and the staff is friendly.  Allegiant feels like a mobile company that nickel and dimes you on everything. It would be nice if they would change their luggage weight to 50 pounds…,Allegiant,low-cost,USA
1070, September 2019,4,Domestic,Economy,Gets you there,Allegiant offers no frills flights to smaller regional airports near the cities they service.  Fares are cheap. Baggage is not cheap and they only allow 40lbs maximum per bag. Most major airlines give you a 50lbs max for the money. Plane seats do not recline. No free food or…,Allegiant,low-cost,USA
1071, July 2019,5,Domestic,Economy,Allegiant Air,"Great airlines for these types of trips. This makes about the 7th time I’ve flown with them and the straight 3 hour flight to Vegas is great. Flight attendants are great, never had a lost bag or a flight delay. Highly recommend!!!",Allegiant,low-cost,USA
1072, September 2019,1,Domestic,Economy,Discrimination against passenger with peanut allergy,"My adult son alerted the Allegiant agent upon check-in of his peanut allergy.  In this case, he not only was told be the flight attendant that they would indeed be offering peanuts for sale to passengers, but that by law she was required to offer them because it was offered on…",Allegiant,low-cost,USA
1073, September 2019,3,Domestic,Economy,Allegiant Air new route Mesa to McAllen terrible delays,"This is a new route for allegiant. They need time to work out the kinks. It was late leaving mesa by 2 hours on their inagural flight. The return flight was worse, late by three hours. The ground crew in the airport was completely overwhelmed in McAllen. They need more training.…",Allegiant,low-cost,USA
1074, August 2019,5,Domestic,Economy,Affordable - Nonstop Flights 👍,"Why pay big bucks to fly when Allegiant Air serves so many cities with nonstop flights.  For example I can fly from Florida to Tennessee in less than two hours or take another carrier, pay twice as much and sit in a rocking chair in Charlotte for a couple hours between flights.…",Allegiant,low-cost,USA
1075, August 2019,4,Domestic,Economy,Return Flight Speaker from Hell,"Small airports which we like which are better for parking and navigating airport.  Flight out to Rockford was uneventful, but return trip started off rough.  We boarded to a screeching sound only to have to disembark with overhead luggage in tow.  Pilot was trying to fix speaker…",Allegiant,low-cost,USA
1076, September 2019,4,Domestic,Economy,Quite good enough,"So cheap, and no worse than any other budget airline. I’d do it again!  We did have to swap planes at the last minute, but I’ve had worse on Jetstar, and I love Jetstar!",Allegiant,low-cost,USA
1077, September 2019,5,Domestic,Economy,On time and usually early flight times,"We have flown Allegiant regularly over the past three years between Springfield, Illinois and Punta Gorda, Florida. We have been impressed with safe new clean planes, delightful flight attendants and on time and many times early flight arrivals! ",Allegiant,low-cost,USA
1078, September 2019,4,Domestic,Economy,They work hard to get it right,I have flown this airline several time. You can't beat the pricing.  I can't drive half the distance for that price. Amazing.  So you expect some 'crappyness'. Other than the seats being fiberglass spoons with cushions strapped on it's the same as other airlines. The folks I've…,Allegiant,low-cost,USA
1079, August 2019,4,Domestic,Economy,Value flight,"Comfortable and roomy seats. Flight was smooth, no issues with flight. They don't serve anything free but snack and drink prices are cheaper than in the airport.",Allegiant,low-cost,USA
1080, September 2019,5,Domestic,Economy,"whenever I can, I fly Allegiant Air","Our flight both ways was on time. We purchased a package deal from Allegiant Air, flight with the priority seats with an extra leg room and hotel and as it turned out that was a great choice. Extra leg room really makes flying more comfortable.   The staff on both planes were…",Allegiant,low-cost,USA
1081, September 2019,4,Domestic,Economy,VALUE,"I fly Allegiant because of the price, so I know what I am getting.  I have the Allegiant credit card so that I can get priority boarding and a free drink on the plane.  Our departure was an hour late, which happens about 25% of the time.  The seats are about the thinnest I have…",Allegiant,low-cost,USA
1082, September 2019,1,Domestic,Economy,Always Late. Dependably Undependable,"You get what you pay for. Allegiant flight 558 delayed til 10:30PM. Reason: they miscounted the bags at originating airport. Had to recount twice. Weather was excellent, not bad weather. Started boarding. Flight delayed until 11PM. Reason: Deboarding flight longer than expected.…",Allegiant,low-cost,USA
1083, September 2019,1,Domestic,Economy,Worst airline ever,"Their tickets are cheap but you pay for everything else.  If ur bag is over 40 pounds u pay 50 dollars, if you want a soft drink or water u pay. They treat you like children constantly telling u why you can’t do and what u have to pay for. On their one of many announcements they…",Allegiant,low-cost,USA
1084, September 2019,4,Domestic,Economy,Better Experience than Before!,No animals near me to get my allergies!!  My last flight showed me that pets had more rights than passengers!  In spite of me explaining that I was getting weekly allergy shots and was told that they couldn't help me move away from the pet.  Whew! not a problem this time.,Allegiant,low-cost,USA
1085, July 2019,4,Domestic,Economy,Nonstop trips for cheap if you pack right,"If you know how to pack light and don't mind no frills, Allegiant is the best.  We shared one suitcase to check which saved us $.",Allegiant,low-cost,USA
1086, September 2019,3,Domestic,Economy,Good discount airline,"Recognizing that this is a discount airline, a fine carrier.  My tip was smooth and on time.  Of course, they charge you extra for seats, checked bags, carry-on bags and even water.   But if you get a cheap, shorter flight, probably worth it.",Allegiant,low-cost,USA
1087, September 2019,5,Domestic,Economy,Smooth flights,"My first flight on this airline and I will definitely be flying with you again. The staff aboard the plane were courteous and funny. The pilots need to teach other airlines their landing capabilities (very smooth set down). My son and family live in Orlando,  therefore I will be…",Allegiant,low-cost,USA
